a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t
78,202010,25,再検・改造,,,20201016,4217,㈱不二テクノス,4002004200,05000R00802,EXT-M35R,40,PRC-RCT,購買入庫,F25-X080100,11,0,0,
78,202010,25,再検・改造,,,20201016,4217,㈱不二テクノス,4002004200,05000R00803,EXT-M35-3LR,40,PRC-RCT,購買入庫,F25-X080101,18,0,0,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,2004803050,06000-35703,HCS-TB-2,40,PRC-RCT,購買入庫,F24-9200357,60,1506.96,90418,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,2002702640,06000-40908,ACS-BPMD-10,40,PRC-RCT,購買入庫,F24-X040115,3095,514.6,1592687,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,2004402980,06000-41002,RAS-QPKND-19,40,PRC-RCT,購買入庫,F24-9200369,810,1372.98,1112114,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,2004502990,06000-42906,APS-BDM-7,40,PRC-RCT,購買入庫,F24-9300216,1800,371.45,668610,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,2004502990,06000-42906,APS-BDM-7,40,PRC-RCT,購買入庫,F24-9300216,800,371.45,297160,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,2001802530,06000-44405,ATS-B7SME-1,40,PRC-RCT,購買入庫,F24-9200375,298,621.96,185345,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,2001201000,06000-52303,AUS-QY3SSY-2,40,PRC-RCT,購買入庫,F24-9200396,197,1838.26,362138,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,2006101000,06000-52502,VBS-QPLADG-2,40,PRC-RCT,購買入庫,F24-9250053,600,1291.4,774840,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,2006101000,06000-52502,VBS-QPLADG-2,40,PRC-RCT,購買入庫,F24-9250053,200,1291.4,258280,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,2005701000,06000-52904,RES-QP3FKA-4,40,PRC-RCT,購買入庫,F24-9270161,300,2053.05,615915,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,2006701000,06000-65401,RCS-B020DAND-3,40,PRC-RCT,購買入庫,F24-9200427,478,1576.35,753496,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,2001802530,06000R31302,ATS-B7SMD-2R,40,PRC-RCT,購買入庫,F24-9200440,799,640.73,511944,
78,202010,25,再検・改造,,,20201016,4217,㈱不二テクノス,2001802530,06000R42301,ATS-B7STB-1R,40,PRC-RCT,購買入庫,F25-9280175,50,0,0,
82,202010,12,部品　　　　　　　　　　　　　,F6061,生産管理グループ,20201016,4217,㈱不二テクノス,2005701000,06010-19911,ｺｲﾙｿｳｸﾐﾀﾃRUS2-BMW,40,PRC-RCT,購買入庫,U12-8210003,600,436.67,262002,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,7401005860,07000-57808,DDF-033S-1,40,PRC-RCT,購買入庫,F24-X060036,9,496.69,4471,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,7401005860,07000-57808,DDF-033S-1,40,PRC-RCT,購買入庫,F24-9200457,39,511.6,19953,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,7401005860,07000-78907,DDF-084-1,40,PRC-RCT,購買入庫,F24-9200472,150,712.44,106866,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,7804006660,21400R00506,YCV8-4R,40,PRC-RCT,購買入庫,F24-9200543,200,214.96,42992,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,7804006660,21400R00507,YCV8-5R,40,PRC-RCT,購買入庫,F24-9200544,100,215.54,21554,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,7804006660,21400R00609,YCV8-4MD-1R,40,PRC-RCT,購買入庫,F24-9200545,200,213.8,42760,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,7804006660,21400R00611,YCV8-4STF-1R,40,PRC-RCT,購買入庫,F24-9200546,240,270.63,64952,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,7804006660,21400R00709,YCV8-4HDM-1R,40,PRC-RCT,購買入庫,F24-9200547,10,214.7,2147,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,7804006660,21400R00710,YCV8-5HDM-1R,40,PRC-RCT,購買入庫,F24-9200548,10,215.28,2153,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,9504401000,B231-140017S,BS-OR-S14001,40,PRC-RCT,購買入庫,F24-X160042,4000,4.33,17320,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,9504102000,B6081-03910C,VS-AT-C0391,40,PRC-RCT,購買入庫,F24-9200832,8000,94.68,757440,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,9504102000,B6131-05511C,VS-PLUNGER-C0551,40,PRC-RCT,購買入庫,F24-9200837,10000,47.57,475700,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,9504401000,B6202-00710S,BS-PLATE-S0071,40,PRC-RCT,購買入庫,F24-X160047,1000,31.18,31180,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,9504401000,B9043-00110S,BS-BUSHING-S0011,40,PRC-RCT,購買入庫,F24-X160044,1999,4.53,9056,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,9504401000,B9092-00210S,BS-W-S0021,40,PRC-RCT,購買入庫,F24-X080181,2000,6.57,13140,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,9504401000,B9110-00410S,BS-STNR/A-S0041,40,PRC-RCT,購買入庫,F24-X160043,3000,66.15,198450,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,9504401000,B9142-34511S,BS-BKT-S3451,40,PRC-RCT,購買入庫,F24-X160045,1500,37.9,56850,
78,202010,24,完成組立　　　　　　　　　　　,,,20201016,4217,㈱不二テクノス,8002006810,K13-B79R481,GCJ-2F1GNMD-1R,40,PRC-RCT,購買入庫,F24-9300569,300,242.51,72753,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,1002201180,02000-38707,FWE-10QTP-2,40,PRC-RCT,購買入庫,F24-9200059,5,2126.4,10632,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,1002201180,02000-65610,FWE-E1024NW,40,PRC-RCT,購買入庫,F24-9200079,80,2078.6,166288,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,1002201190,02000-69902,FSE-534NW,40,PRC-RCT,購買入庫,F24-9200087,40,1671.13,66846,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,1002201190,02000-69902,FSE-534NW,40,PRC-RCT,購買入庫,F24-9280020,8,1671.13,13370,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,1002101160,02000-84002,FGE-E25QND-2,40,PRC-RCT,購買入庫,F24-9200097,60,1845.71,110743,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,1002101160,02000-84007,FGE-E25QNDBR-2,40,PRC-RCT,購買入庫,F24-9200098,66,1874.69,123730,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,1002001150,02100-31801,FRE-5KHD-1,40,PRC-RCT,購買入庫,F24-9200196,100,1510.69,151069,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,1002001150,02100-31802,FRE-3KHD-1,40,PRC-RCT,購買入庫,F24-9280153,99,1508.69,149361,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,3501503780,04500-20101,DTP-P320QND-14,40,PRC-RCT,購買入庫,F24-9200301,8655,193.09,1671194,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,3501503650,04500-29904,DXP-P300QRDTH-1,40,PRC-RCT,購買入庫,F24-9200327,4500,163.71,736695,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,2004402980,06000-15105,RBS-QPKND-6,40,PRC-RCT,購買入庫,F24-X190070,1,1174.23,1175,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,2004402980,06000-15105,RBS-QPKND-6,40,PRC-RCT,購買入庫,F24-X030026,11,1174.23,12917,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,2004402980,06000-26204,RBS-P020DBZC-1,40,PRC-RCT,購買入庫,F24-9200343,100,1219.32,121932,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,2004202950,06000-30301,NUS-QPNRD-1,40,PRC-RCT,購買入庫,F24-9200351,150,2660.47,399071,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,2005003080,06000-31201,RTS-CQB5ND-1,40,PRC-RCT,購買入庫,F24-9200352,20,4103.94,82079,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,2002702640,06000-40908,ACS-BPMD-10,40,PRC-RCT,購買入庫,F24-X040115,3105,514.6,1597833,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,2004402980,06000-43401,RBS-QPKDK-11,40,PRC-RCT,購買入庫,F24-9200371,50,1270.43,63522,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,2004402980,06000-43402,RBS-QPKDK-12,40,PRC-RCT,購買入庫,F24-9200372,50,1335.6,66780,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,2004402980,06000-46202,RBS-QPKRD-5,40,PRC-RCT,購買入庫,F24-9200376,160,1351.47,216236,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,2004402980,06000-46202,RBS-QPKRD-5,40,PRC-RCT,購買入庫,F24-X080102,20,1171.4,23428,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,2004402980,06000-46202,RBS-QPKRD-5,40,PRC-RCT,購買入庫,F24-9200376,540,1351.47,729794,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,2001201000,06000-49801,AUS-QY3TR-1,40,PRC-RCT,購買入庫,F24-9200387,199,1517.6,302003,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,2006101000,06000-52502,VBS-QPLADG-2,40,PRC-RCT,購買入庫,F24-9250053,1200,1291.4,1549680,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,2005701000,06000-52904,RES-QP3FKA-4,40,PRC-RCT,購買入庫,F24-9270161,300,2053.05,615915,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,2006701000,06000-65402,RCS-B020DAND-4,40,PRC-RCT,購買入庫,F24-9200428,558,1488.1,830360,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,2006701000,06000-66402,RCS-B020DAND-6,40,PRC-RCT,購買入庫,F24-9200432,172,2455.95,422424,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,2002102630,06000R23202,BAS-QP25SM-3R,40,PRC-RCT,購買入庫,F24-9200436,240,2299.5,551880,
82,202010,12,部品　　　　　　　　　　　　　,F6061,生産管理グループ,20201019,4217,㈱不二テクノス,2005701000,06010-19911,ｺｲﾙｿｳｸﾐﾀﾃRUS2-BMW,40,PRC-RCT,購買入庫,U12-9220091,1200,436.67,524004,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,8008007000,07000-96301,FUP-172GAS-4,40,PRC-RCT,購買入庫,F24-9270172,200,773.98,154796,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,8008007000,07000-96301,FUP-172GAS-4,40,PRC-RCT,購買入庫,F24-9200496,200,773.98,154796,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,1002201180,22000-10809,FWE-E1034HW,40,PRC-RCT,購買入庫,F24-9200552,40,2080.64,83226,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,5601004850,51000-02309,PHD-4N200ME-8,40,PRC-RCT,購買入庫,F24-9270307,200,1209.04,241808,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,5601004870,51000R06101,PLD-12100R,40,PRC-RCT,購買入庫,F24-9270311,100,1092.42,109242,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,9501007260,B2020-02330H,CE-S/A-H0233,40,PRC-RCT,購買入庫,F24-9300455,10000,16.77,167700,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,9504401000,B6010-12620S,BS-COIL/A-S1262,40,PRC-RCT,購買入庫,F24-X040366,600,366.85,220110,
78,202010,24,完成組立　　　　　　　　　　　,,,20201019,4217,㈱不二テクノス,9504102000,B6091-07210C,VS-BODY/F-C0721,40,PRC-RCT,購買入庫,F24-9200833,20160,98.55,1986768,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,1002201180,02000-69608,FWE-324NW,40,PRC-RCT,購買入庫,F24-9200083,122,1990.4,242829,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,1002101160,02000-84009,FGE-E25QND-12,40,PRC-RCT,購買入庫,F24-X200003,77,1866.77,143742,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,1002101160,02000-91911,FGE-E25QND-11,40,PRC-RCT,購買入庫,F24-9200112,1,1954.24,1955,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,1002101160,02000-91915,FGE-E25QND-14,40,PRC-RCT,購買入庫,F24-X200002,18,1966.18,35392,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,1002101160,02000-91916,FGE-E25QND-15,40,PRC-RCT,購買入庫,F24-9200114,160,1879.35,300696,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,2005601000,02100-14903,US-PKD05QND-3,40,PRC-RCT,購買入庫,F24-9200164,150,527.99,79199,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,1002201180,02100-61009,FWE-E2034TW,40,PRC-RCT,購買入庫,F24-9300063,20,1943.86,38878,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,1002001150,02100-62805,FRE-E20TNA-1,40,PRC-RCT,購買入庫,F24-9200273,20,902.72,18055,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,1002001150,02100-62805,FRE-E20TNA-1,40,PRC-RCT,購買入庫,F24-9300056,6,902.72,5417,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,3008003430,04000-00101,VHP-F,40,PRC-RCT,購買入庫,F24-X200005,48,2563.27,123037,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,3501503780,04500-20101,DTP-P320QND-14,40,PRC-RCT,購買入庫,F24-9200301,5996,193.09,1157768,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,3501503650,04500-29904,DXP-P300QRDTH-1,40,PRC-RCT,購買入庫,F24-9200327,1212,163.71,198417,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,2004402980,06000-24004,RBS-QP25SM-2,40,PRC-RCT,購買入庫,F24-9200342,100,1114.1,111410,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,2004202950,06000-26402,NTS-QPNND-21,40,PRC-RCT,購買入庫,F24-X030027,3,3010.15,9031,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,2004202950,06000-26402,NTS-QPNND-21,40,PRC-RCT,購買入庫,F24-X200072,1,3010.15,3011,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,2004202950,06000-27802,NUS-QPNND-24,40,PRC-RCT,購買入庫,F24-9200345,20,2539.53,50791,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,2004402980,06000-40702,RAS-QPKND-18,40,PRC-RCT,購買入庫,F24-9200364,720,1364.3,982296,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,2002702640,06000-40907,ACS-BPMD-9,40,PRC-RCT,購買入庫,F24-9200367,3052,421.49,1286388,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,2004402980,06000-41002,RAS-QPKND-19,40,PRC-RCT,購買入庫,F24-9200369,720,1372.98,988546,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,2004502990,06000-42906,APS-BDM-7,40,PRC-RCT,購買入庫,F24-9300216,1800,371.45,668610,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,2004502990,06000-42906,APS-BDM-7,40,PRC-RCT,購買入庫,F24-9300216,1800,371.45,668610,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,2006101000,06000-52502,VBS-QPLADG-2,40,PRC-RCT,購買入庫,F24-9250053,1200,1291.4,1549680,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,2005701000,06000-52904,RES-QP3FKA-4,40,PRC-RCT,購買入庫,F24-9270161,300,2053.05,615915,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,2001902540,06000-55801,AMS-B14SFE-1,40,PRC-RCT,購買入庫,F24-X190005,20,404.22,8085,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,2001902540,06000-55802,AMS-B14SFE-2,40,PRC-RCT,購買入庫,F24-X190006,20,438.93,8779,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,2006701000,06000-65402,RCS-B020DAND-4,40,PRC-RCT,購買入庫,F24-9200428,555,1488.1,825896,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,2001902540,06000R37604,AMS-B20BHD-1R,40,PRC-RCT,購買入庫,F24-9200445,300,409.99,122997,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,2001902540,06000R37604,AMS-B20BHD-1R,40,PRC-RCT,購買入庫,F24-X190007,61,410.56,25045,
78,202010,51,試作（社内向）　　　　　　　　,F4313,技術三部電磁弁3ｸﾞﾙｰﾌﾟ,20201020,4217,㈱不二テクノス,1005301750,06112-01810,ﾍﾞﾝ,40,PRC-RCT,購買入庫,F51-X140017,30,4.56,137,
78,202010,50,試作（販売品）　　　　　　　　,F3007,調達部調達３グループ,20201020,4217,㈱不二テクノス,1005301750,06112-01810,ﾍﾞﾝ,40,PRC-RCT,購買入庫,F50-X140016,20,4.56,92,
78,202010,50,試作（販売品）　　　　　　　　,F3007,調達部調達３グループ,20201020,4217,㈱不二テクノス,1005301750,06112-04010,ﾍﾞﾝ RUS,40,PRC-RCT,購買入庫,F50-X140020,20,6.46,130,
78,202010,51,試作（社内向）　　　　　　　　,F4313,技術三部電磁弁3ｸﾞﾙｰﾌﾟ,20201020,4217,㈱不二テクノス,1005301750,06112-04010,ﾍﾞﾝ RUS,40,PRC-RCT,購買入庫,F51-X140021,30,6.46,194,
78,202010,51,試作（社内向）　　　　　　　　,F4207,技術二部電磁弁１グループ,20201020,4217,㈱不二テクノス,2004502990,06131-04010,ﾌﾟﾗﾝｼﾞﾔAPS,40,PRC-RCT,購買入庫,F51-X050002,100,23.06,2306,
78,202010,51,試作（社内向）　　　　　　　　,F4313,技術三部電磁弁3ｸﾞﾙｰﾌﾟ,20201020,4217,㈱不二テクノス,0,06134-00210M,ﾍﾞﾝﾎﾙﾀﾞ(RCS),40,PRC-RCT,購買入庫,F51-X160052,10,38.83,389,
78,202010,50,試作（販売品）　　　　　　　　,F3007,調達部調達３グループ,20201020,4217,㈱不二テクノス,0,06134-00210M,ﾍﾞﾝﾎﾙﾀﾞ(RCS),40,PRC-RCT,購買入庫,F50-X160051,10,38.83,389,
78,202010,51,試作（社内向）　　　　　　　　,F4207,技術二部電磁弁１グループ,20201020,4217,㈱不二テクノス,2004502990,06160-03921,ﾎﾝﾀｲｸﾐﾀﾃ-APS-SUS,40,PRC-RCT,購買入庫,F51-X050003,100,81.65,8165,
78,202010,51,試作（社内向）　　　　　　　　,F4313,技術三部電磁弁3ｸﾞﾙｰﾌﾟ,20201020,4217,㈱不二テクノス,0,06161-19410,ﾎﾝﾀｲRCS(ｱﾙﾏｲﾄｼｮﾘ),40,PRC-RCT,購買入庫,F51-X140015,10,303.99,3040,
78,202010,50,試作（販売品）　　　　　　　　,F3007,調達部調達３グループ,20201020,4217,㈱不二テクノス,0,06161-19410,ﾎﾝﾀｲRCS(ｱﾙﾏｲﾄｼｮﾘ),40,PRC-RCT,購買入庫,F50-X140014,10,303.99,3040,
78,202010,50,試作（販売品）　　　　　　　　,F3007,調達部調達３グループ,20201020,4217,㈱不二テクノス,2005003080,06266-00130,ﾋﾟｽﾄﾝﾘﾝｸﾞ/Rｶﾞﾀ,40,PRC-RCT,購買入庫,F50-X010068,1,32.55,33,
78,202010,51,試作（社内向）　　　　　　　　,F4314,技術三部電磁弁4Gr,20201020,4217,㈱不二テクノス,2005003080,06266-00130,ﾋﾟｽﾄﾝﾘﾝｸﾞ/Rｶﾞﾀ,40,PRC-RCT,購買入庫,F51-X010069,99,32.55,3223,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,7401005860,07000-57605,DDF-032-1,40,PRC-RCT,購買入庫,F24-9200456,100,480.72,48072,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,8001006790,07000-60102,HSF-C-48,40,PRC-RCT,購買入庫,F24-9200458,119,2087.52,248415,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,8001006790,07000-60102,HSF-C-48,40,PRC-RCT,購買入庫,F24-X060037,1,2020.75,2021,
78,202010,50,試作（販売品）　　　　　　　　,F3007,調達部調達３グループ,20201020,4217,㈱不二テクノス,0,09048-06410,ﾜｯｼｬ(RUS),40,PRC-RCT,購買入庫,F50-X140018,20,2.07,42,
78,202010,51,試作（社内向）　　　　　　　　,F4313,技術三部電磁弁3ｸﾞﾙｰﾌﾟ,20201020,4217,㈱不二テクノス,0,09048-06410,ﾜｯｼｬ(RUS),40,PRC-RCT,購買入庫,F51-X140019,30,2.07,63,
78,202010,51,試作（社内向）　　　　　　　　,F4207,技術二部電磁弁１グループ,20201020,4217,㈱不二テクノス,2004502990,09051-10020,ﾊﾞﾈ,40,PRC-RCT,購買入庫,F51-X050004,100,1.58,158,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,5601004870,51000-12502,PLD-12100WET-1,40,PRC-RCT,購買入庫,F24-9270310,200,1209.15,241830,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,5601004870,51000R06101,PLD-12100R,40,PRC-RCT,購買入庫,F24-9270311,280,1092.42,305878,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,9504102000,B6044-01920H,VS-TE-H0192,40,PRC-RCT,購買入庫,F24-9200829,60000,5.93,355800,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,9504102000,B6044-02020H,VS-TE-H0202,40,PRC-RCT,購買入庫,F24-9200830,60000,5.93,355800,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,9504102000,B6081-03910C,VS-AT-C0391,40,PRC-RCT,購買入庫,F24-9200832,13800,94.68,1306584,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,9504102000,B6131-05511C,VS-PLUNGER-C0551,40,PRC-RCT,購買入庫,F24-9200837,24000,47.57,1141680,
78,202010,24,完成組立　　　　　　　　　　　,,,20201020,4217,㈱不二テクノス,9504102000,B9024-08710C,VS-CAP-C0871,40,PRC-RCT,購買入庫,F24-9270432,50000,2.62,131000,
78,202010,24,完成組立　　　　　　　　　　　,,,20201021,4217,㈱不二テクノス,1002101160,02000-91916,FGE-E25QND-15,40,PRC-RCT,購買入庫,F24-9200114,116,1879.35,218005,
78,202010,24,完成組立　　　　　　　　　　　,,,20201021,4217,㈱不二テクノス,1002001160,02100-61601,FDE-E5N1TP-1,40,PRC-RCT,購買入庫,F24-X200080,159,1727.53,274678,
78,202010,24,完成組立　　　　　　　　　　　,,,20201021,4217,㈱不二テクノス,1002001160,02100-61601,FDE-E5N1TP-1,40,PRC-RCT,購買入庫,F24-9270125,21,1771.15,37195,
78,202010,24,完成組立　　　　　　　　　　　,,,20201021,4217,㈱不二テクノス,1002001160,02100-61602,FDE-E10N1TP-1,40,PRC-RCT,購買入庫,F24-9270126,200,1711.68,342336,
78,202010,24,完成組立　　　　　　　　　　　,,,20201021,4217,㈱不二テクノス,3501503780,04500-10402,DTP-P320QND-2,40,PRC-RCT,購買入庫,F24-9200288,3600,197.37,710532,
78,202010,24,完成組立　　　　　　　　　　　,,,20201021,4217,㈱不二テクノス,3501503780,04500-10402,DTP-P320QND-2,40,PRC-RCT,購買入庫,F24-X210072,30,208.25,6248,
78,202010,24,完成組立　　　　　　　　　　　,,,20201021,4217,㈱不二テクノス,3501503690,04500-12705,DNP-P270QTP-1,40,PRC-RCT,購買入庫,F24-9200296,300,789.02,236706,
78,202010,24,完成組立　　　　　　　　　　　,,,20201021,4217,㈱不二テクノス,3501503690,04500-12705,DNP-P270QTP-1,40,PRC-RCT,購買入庫,F24-X210080,19,793.7,15081,
78,202010,24,完成組立　　　　　　　　　　　,,,20201021,4217,㈱不二テクノス,3501503690,04500-12717,DNP-P300QTP-1,40,PRC-RCT,購買入庫,F24-9200297,300,800.19,240057,
78,202010,24,完成組立　　　　　　　　　　　,,,20201021,4217,㈱不二テクノス,3501503690,04500-12717,DNP-P300QTP-1,40,PRC-RCT,購買入庫,F24-X210085,20,804.87,16098,
78,202010,24,完成組立　　　　　　　　　　　,,,20201021,4217,㈱不二テクノス,3501503690,04500-18301,DNP-P320NTP-1,40,PRC-RCT,購買入庫,F24-X210075,16,790.83,12654,
78,202010,24,完成組立　　　　　　　　　　　,,,20201021,4217,㈱不二テクノス,3501503690,04500-18301,DNP-P320NTP-1,40,PRC-RCT,購買入庫,F24-9200300,600,786.15,471690,
78,202010,24,完成組立　　　　　　　　　　　,,,20201021,4217,㈱不二テクノス,3501503780,04500-20127,DTP-P320QNDN-14,40,PRC-RCT,購買入庫,F24-X210067,1269,199.65,253356,
78,202010,24,完成組立　　　　　　　　　　　,,,20201021,4217,㈱不二テクノス,3501503780,04500-20127,DTP-P320QNDN-14,40,PRC-RCT,購買入庫,F24-9200305,4682,193.09,904048,
